name,year,selling_price,km_driven,owner,mileage,engine,max_power,seats,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Manual,car_age,model,km_per_year,usage_intensity,specific_power,age_km_interaction,mileage_power_interaction,brand_Ford,brand_Honda,brand_Hyundai,brand_Maruti,brand_Nissan,brand_Other,brand_Renault,brand_Tata,brand_Toyota,brand_Volkswagen
Maruti Swift VXI Optional,2015,515000,36600,1,20.4,1197.0,81.8,5.0,0.0,0.0,1.0,1.0,0.0,1.0,10,Swift,3660.0,1,0.0683375104427736,366000,1668.7199999999998,0,0,0,1,0,0,0,0,0,0
Maruti Wagon R AMT VXI,2015,390000,50000,2,20.51,998.0,67.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,10,Wagon,5000.0,1,0.06713426853707415,500000,1374.17,0,0,0,1,0,0,0,0,0,0
Hyundai i20 Magna 1.2,2016,550000,14000,2,18.6,1197.0,81.83,5.0,0.0,0.0,1.0,1.0,0.0,1.0,9,i20,1555.5555555555557,1,0.06836257309941521,126000,1522.038,0,0,1,0,0,0,0,0,0,0
Maruti Ritz VDi,2010,220000,120000,1,21.1,1248.0,73.9,5.0,1.0,0.0,0.0,1.0,0.0,1.0,15,Ritz,8000.0,2,0.059214743589743594,1800000,1559.2900000000002,0,0,0,1,0,0,0,0,0,0
Hyundai Grand i10 Magna,2015,425000,70000,1,18.9,1197.0,82.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,10,Grand,7000.0,2,0.06850459482038429,700000,1549.8,0,0,1,0,0,0,0,0,0,0
Volkswagen Ameo 1.0 MPI Trendline,2019,480000,13000,1,19.44,999.0,75.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,6,Ameo,2166.6666666666665,1,0.07507507507507508,78000,1458.0,0,0,0,0,0,0,0,0,0,1
Hyundai Grand i10 Sportz,2014,400000,60000,2,18.9,1197.0,82.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,11,Grand,5454.545454545455,2,0.06850459482038429,660000,1549.8,0,0,1,0,0,0,0,0,0,0
Maruti Swift Dzire VXI,2014,487000,35000,1,19.1,1197.0,85.8,5.0,0.0,0.0,1.0,1.0,0.0,1.0,11,Swift,3181.818181818182,1,0.07167919799498747,385000,1638.78,0,0,0,1,0,0,0,0,0,0
Hyundai Xcent 1.2 Kappa S,2016,386000,44000,2,19.1,1197.0,82.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,9,Xcent,4888.888888888889,1,0.06850459482038429,396000,1566.2,0,0,1,0,0,0,0,0,0,0
Honda City 1.5 EXI,2005,100000,120000,2,13.0,1493.0,100.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,20,City,6000.0,2,0.06697923643670463,2400000,1300.0,0,1,0,0,0,0,0,0,0,0
Toyota Corolla Altis Diesel D4DG,2010,300000,60000,1,21.43,1364.0,87.2,5.0,1.0,0.0,0.0,1.0,0.0,1.0,15,Corolla,4000.0,1,0.06392961876832845,900000,1868.6960000000001,0,0,0,0,0,0,0,0,1,0
Tata Zest Quadrajet 1.3 75PS XM,2017,490000,90000,1,22.95,1248.0,74.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,8,Zest,11250.0,2,0.05929487179487179,720000,1698.3,0,0,0,0,0,0,0,1,0,0
Honda City 1.5 S MT,2009,345000,47000,2,17.0,1497.0,118.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,16,City,2937.5,1,0.0788243152972612,752000,2006.0,0,1,0,0,0,0,0,0,0,0
Maruti Zen LXI,2005,85000,90000,1,17.3,993.0,60.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,20,Zen,4500.0,1,0.06042296072507553,1800000,1038.0,0,0,0,1,0,0,0,0,0,0
Maruti Wagon R VXI BS IV with ABS,2010,215000,120600,2,18.9,998.0,67.1,5.0,0.0,0.0,1.0,1.0,0.0,1.0,15,Wagon,8040.0,2,0.06723446893787574,1809000,1268.1899999999998,0,0,0,1,0,0,0,0,0,0
Hyundai Verna Transform SX VTVT,2010,320000,100000,3,16.2,1599.0,103.2,5.0,0.0,0.0,1.0,1.0,0.0,1.0,15,Verna,6666.666666666667,2,0.06454033771106941,1500000,1671.84,0,0,1,0,0,0,0,0,0,0
Maruti Swift Dzire VXI,2016,459999,60000,2,20.85,1197.0,83.14,5.0,0.0,0.0,1.0,1.0,0.0,1.0,9,Swift,6666.666666666667,2,0.06945697577276524,540000,1733.469,0,0,0,1,0,0,0,0,0,0
Hyundai Getz GLS,2005,65000,86000,1,15.3,1341.0,83.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,20,Getz,4300.0,1,0.061894108873974646,1720000,1269.9,0,0,1,0,0,0,0,0,0,0
Hyundai Elite i20 Sportz Plus BSIV,2020,720000,5000,1,18.6,1197.0,81.86,5.0,0.0,0.0,1.0,1.0,0.0,1.0,5,Elite,1000.0,1,0.0683876357560568,25000,1522.596,0,0,1,0,0,0,0,0,0,0
Maruti Ciaz 1.3 Alpha,2017,800000,37000,1,28.09,1248.0,88.5,5.0,1.0,0.0,0.0,1.0,0.0,1.0,8,Ciaz,4625.0,1,0.07091346153846154,296000,2485.965,0,0,0,1,0,0,0,0,0,0
Tata Tigor 1.2 Revotron XZ,2019,520000,14000,1,20.3,1199.0,84.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,6,Tigor,2333.3333333333335,1,0.07005838198498748,84000,1705.2,0,0,0,0,0,0,0,1,0,0
Toyota Etios GD,2012,235000,120000,1,19.5,1248.0,81.83,5.0,1.0,0.0,0.0,1.0,0.0,1.0,13,Etios,9230.76923076923,2,0.06556891025641025,1560000,1595.685,0,0,0,0,0,0,0,0,1,0
Honda City i VTEC S,2015,600000,50000,1,17.4,1497.0,117.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,10,City,5000.0,1,0.0783567134268537,500000,2041.0199999999998,0,1,0,0,0,0,0,0,0,0
Honda Brio S MT,2014,290000,60000,2,19.4,1198.0,86.8,5.0,0.0,0.0,1.0,1.0,0.0,1.0,11,Brio,5454.545454545455,2,0.07245409015025041,660000,1683.9199999999998,0,1,0,0,0,0,0,0,0,0
Maruti Swift Dzire VXI,2017,550000,50000,1,20.85,1197.0,83.14,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,Swift,6250.0,2,0.06945697577276524,400000,1733.469,0,0,0,1,0,0,0,0,0,0
Hyundai i20 Sportz 1.2,2013,375000,70000,1,18.5,1197.0,82.85,5.0,0.0,0.0,1.0,1.0,0.0,1.0,12,i20,5833.333333333333,2,0.06921470342522974,840000,1532.725,0,0,1,0,0,0,0,0,0,0
Maruti Omni E 8 Str STD,2003,40000,90000,2,19.5,1248.0,81.83,5.0,0.0,0.0,1.0,1.0,0.0,1.0,22,Omni,4090.909090909091,1,0.06556891025641025,1980000,1595.685,0,0,0,1,0,0,0,0,0,0
Maruti Wagon R AMT VXI,2018,420000,35000,1,20.51,998.0,67.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,7,Wagon,5000.0,1,0.06713426853707415,245000,1374.17,0,0,0,1,0,0,0,0,0,0
Maruti Swift Dzire VXI 1.2,2017,550000,20000,1,21.21,1197.0,81.8,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,Swift,2500.0,1,0.0683375104427736,160000,1734.978,0,0,0,1,0,0,0,0,0,0
Maruti Alto 800 LXI,2018,270000,20000,1,24.7,796.0,47.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,7,Alto,2857.1428571428573,1,0.059422110552763814,140000,1168.31,0,0,0,1,0,0,0,0,0,0
Maruti Swift Dzire AMT VXI BS IV,2018,700000,7800,1,22.0,1197.0,81.8,5.0,0.0,0.0,1.0,1.0,0.0,0.0,7,Swift,1114.2857142857142,1,0.0683375104427736,54600,1799.6,0,0,0,1,0,0,0,0,0,0
Maruti Swift VXI Optional,2017,500000,20000,1,20.4,1197.0,81.8,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,Swift,2500.0,1,0.0683375104427736,160000,1668.7199999999998,0,0,0,1,0,0,0,0,0,0
Hyundai i20 Magna,2013,320000,31377,2,18.5,1197.0,82.85,5.0,0.0,0.0,1.0,1.0,0.0,1.0,12,i20,2614.75,1,0.06921470342522974,376524,1532.725,0,0,1,0,0,0,0,0,0,0
Maruti Swift Dzire VDI,2018,700000,50000,1,28.4,1248.0,74.02,5.0,1.0,0.0,0.0,1.0,0.0,1.0,7,Swift,7142.857142857143,2,0.05931089743589743,350000,2102.1679999999997,0,0,0,1,0,0,0,0,0,0
Maruti Wagon R VXI BS IV,2015,290000,60000,1,20.51,998.0,67.04,5.0,0.0,0.0,1.0,1.0,0.0,1.0,10,Wagon,6000.0,2,0.06717434869739479,600000,1374.9904000000001,0,0,0,1,0,0,0,0,0,0
Honda Brio S MT,2012,265000,60000,1,19.4,1198.0,86.8,5.0,0.0,0.0,1.0,1.0,0.0,1.0,13,Brio,4615.384615384615,1,0.07245409015025041,780000,1683.9199999999998,0,1,0,0,0,0,0,0,0,0
Maruti Baleno Alpha Automatic,2018,830000,5000,1,21.4,1197.0,83.1,5.0,0.0,0.0,1.0,1.0,0.0,0.0,7,Baleno,714.2857142857143,1,0.06942355889724311,35000,1778.3399999999997,0,0,0,1,0,0,0,0,0,0
Maruti Alto LXi,2011,160000,25000,2,19.7,796.0,46.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,14,Alto,1785.7142857142858,1,0.05816582914572864,350000,912.1099999999999,0,0,0,1,0,0,0,0,0,0
Renault KWID RXT,2018,335000,30000,1,25.17,799.0,53.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,7,KWID,4285.714285714285,1,0.06670838548185232,210000,1341.561,0,0,0,0,0,0,1,0,0,0
Datsun GO T BSIV,2017,329000,80000,2,20.63,1198.0,67.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,GO,10000.0,2,0.055926544240400666,640000,1382.21,0,0,0,0,0,1,0,0,0,0
Maruti Vitara Brezza VDi Option,2017,775000,75000,1,24.3,1248.0,88.5,5.0,1.0,0.0,0.0,1.0,0.0,1.0,8,Vitara,9375.0,2,0.07091346153846154,600000,2150.55,0,0,0,1,0,0,0,0,0,0
Hyundai Xcent 1.2 VTVT SX,2020,524000,32000,1,20.14,1197.0,81.86,5.0,0.0,0.0,1.0,1.0,0.0,1.0,5,Xcent,6400.0,2,0.0683876357560568,160000,1648.6604,0,0,1,0,0,0,0,0,0,0
Maruti Alto 800 LXI,2015,245000,40000,1,22.74,796.0,47.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,10,Alto,4000.0,1,0.059422110552763814,400000,1075.6019999999999,0,0,0,1,0,0,0,0,0,0
Hyundai i20 1.2 Sportz,2012,275000,93000,2,17.0,1197.0,80.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,13,i20,7153.846153846154,2,0.06683375104427736,1209000,1360.0,0,0,1,0,0,0,0,0,0,0
Tata Zest Revotron 1.2 XT,2018,520000,60000,1,17.57,1193.0,88.7,5.0,0.0,0.0,1.0,1.0,0.0,1.0,7,Zest,8571.42857142857,2,0.07435037720033529,420000,1558.459,0,0,0,0,0,0,0,1,0,0
Maruti Swift 1.3 VXi,2008,130000,120000,2,19.5,1248.0,81.83,5.0,0.0,0.0,1.0,1.0,0.0,1.0,17,Swift,7058.823529411765,2,0.06556891025641025,2040000,1595.685,0,0,0,1,0,0,0,0,0,0
Nissan Sunny XL,2014,550000,37000,1,16.95,1498.0,97.7,5.0,0.0,0.0,1.0,1.0,0.0,1.0,11,Sunny,3363.6363636363635,1,0.06522029372496663,407000,1656.0149999999999,0,0,0,0,1,0,0,0,0,0
Nissan Micra Active XV S,2015,300000,80000,1,19.49,1198.0,67.04,5.0,0.0,0.0,1.0,1.0,0.0,1.0,10,Micra,8000.0,2,0.05595993322203673,800000,1306.6096,0,0,0,0,1,0,0,0,0,0
Maruti Wagon R LXI Optional,2016,350000,140000,1,20.51,998.0,67.04,5.0,0.0,0.0,1.0,1.0,0.0,1.0,9,Wagon,15555.555555555555,3,0.06717434869739479,1260000,1374.9904000000001,0,0,0,1,0,0,0,0,0,0
Maruti Ritz LDi,2010,250000,110000,2,21.1,1248.0,73.9,5.0,1.0,0.0,0.0,1.0,0.0,1.0,15,Ritz,7333.333333333333,2,0.059214743589743594,1650000,1559.2900000000002,0,0,0,1,0,0,0,0,0,0
Renault KWID RXT,2016,270000,44000,1,25.17,799.0,53.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,9,KWID,4888.888888888889,1,0.06670838548185232,396000,1341.561,0,0,0,0,0,0,1,0,0,0
Maruti Eeco 5 Seater AC BSIV,2017,409999,13500,1,15.37,1196.0,73.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,Eeco,1687.5,1,0.061036789297658864,108000,1122.01,0,0,0,1,0,0,0,0,0,0
Hyundai Santro Xing GLS,2011,165000,75000,1,17.92,1086.0,62.1,5.0,0.0,0.0,1.0,1.0,0.0,1.0,14,Santro,5357.142857142857,2,0.057182320441988954,1050000,1112.832,0,0,1,0,0,0,0,0,0,0
Hyundai Accent GLE,2007,80000,120000,2,13.2,1495.0,94.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,18,Accent,6666.666666666667,2,0.06287625418060201,2160000,1240.8,0,0,1,0,0,0,0,0,0,0
Maruti Swift Dzire VDI,2013,550000,70000,1,23.4,1248.0,74.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,12,Swift,5833.333333333333,2,0.05929487179487179,840000,1731.6,0,0,0,1,0,0,0,0,0,0
Honda Amaze S CVT Petrol BSIV,2019,680000,15000,1,19.0,1199.0,88.76,5.0,0.0,0.0,1.0,1.0,0.0,0.0,6,Amaze,2500.0,1,0.07402835696413679,90000,1686.44,0,1,0,0,0,0,0,0,0,0
Hyundai i10 Sportz 1.2,2009,200000,53000,2,20.36,1197.0,78.9,5.0,0.0,0.0,1.0,1.0,0.0,1.0,16,i10,3312.5,1,0.06591478696741855,848000,1606.404,0,0,1,0,0,0,0,0,0,0
Maruti Swift Dzire VDI,2014,500000,120000,2,23.4,1248.0,74.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,11,Swift,10909.09090909091,2,0.05929487179487179,1320000,1731.6,0,0,0,1,0,0,0,0,0,0
Hyundai Getz 1.3 GVS,2008,110000,120000,2,14.2,1341.0,82.9,5.0,0.0,0.0,1.0,1.0,0.0,1.0,17,Getz,7058.823529411765,2,0.06181953765846384,2040000,1177.18,0,0,1,0,0,0,0,0,0,0
Hyundai i20 1.2 Magna,2012,320000,100000,2,18.5,1197.0,80.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,13,i20,7692.307692307692,2,0.06683375104427736,1300000,1480.0,0,0,1,0,0,0,0,0,0,0
Tata Indica DLS,2005,75000,110000,2,19.5,1248.0,81.83,5.0,1.0,0.0,0.0,1.0,0.0,1.0,20,Indica,5500.0,2,0.06556891025641025,2200000,1595.685,0,0,0,0,0,0,0,1,0,0
Maruti Swift LXI Optional-O,2015,350000,100000,1,20.4,1197.0,83.11,5.0,0.0,0.0,1.0,1.0,0.0,1.0,10,Swift,10000.0,2,0.06943191311612364,1000000,1695.444,0,0,0,1,0,0,0,0,0,0
Tata Indica Vista TDI LS,2013,170000,162500,1,19.4,1405.0,70.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,12,Indica,13541.666666666666,2,0.0498220640569395,1950000,1358.0,0,0,0,0,0,0,0,1,0,0
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,800000,39000,1,22.54,1396.0,88.73,5.0,1.0,0.0,0.0,1.0,0.0,1.0,8,i20,4875.0,1,0.06356017191977077,312000,1999.9742,0,0,1,0,0,0,0,0,0,0
Maruti Ignis 1.3 Alpha,2017,500000,75000,1,26.8,1248.0,74.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,8,Ignis,9375.0,2,0.05929487179487179,600000,1983.2,0,0,0,1,0,0,0,0,0,0
Maruti Swift Dzire VDI,2012,360000,158000,1,23.4,1248.0,74.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,13,Swift,12153.846153846154,2,0.05929487179487179,2054000,1731.6,0,0,0,1,0,0,0,0,0,0
Maruti Swift Dzire LDi,2012,310000,120000,1,19.3,1248.0,73.9,5.0,1.0,0.0,0.0,1.0,0.0,1.0,13,Swift,9230.76923076923,2,0.059214743589743594,1560000,1426.2700000000002,0,0,0,1,0,0,0,0,0,0
Honda City i DTEC V,2015,725000,50000,2,26.0,1498.0,98.6,5.0,1.0,0.0,0.0,1.0,0.0,1.0,10,City,5000.0,1,0.06582109479305741,500000,2563.6,0,1,0,0,0,0,0,0,0,0
Maruti Swift Dzire ZDi,2012,340000,110000,1,19.3,1248.0,73.9,5.0,1.0,0.0,0.0,1.0,0.0,1.0,13,Swift,8461.538461538461,2,0.059214743589743594,1430000,1426.2700000000002,0,0,0,1,0,0,0,0,0,0
Hyundai Xcent 1.2 CRDi E,2017,550000,2000,2,25.4,1186.0,73.97,5.0,1.0,0.0,0.0,1.0,0.0,1.0,8,Xcent,250.0,1,0.062369308600337264,16000,1878.838,0,0,1,0,0,0,0,0,0,0
Tata Tiago 1.05 Revotorq XZ,2016,380000,70000,1,27.28,1047.0,69.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,9,Tiago,7777.777777777777,2,0.0659025787965616,630000,1882.3200000000002,0,0,0,0,0,0,0,1,0,0
Nissan Sunny XL AT Special Edition,2013,350000,90000,2,17.97,1498.0,99.6,5.0,0.0,0.0,1.0,1.0,0.0,0.0,12,Sunny,7500.0,2,0.0664886515353805,1080000,1789.812,0,0,0,0,1,0,0,0,0,0
Hyundai Elite i20 Magna Plus BSIV,2019,610000,2000,1,18.6,1197.0,81.86,5.0,0.0,0.0,1.0,1.0,0.0,1.0,6,Elite,333.3333333333333,1,0.0683876357560568,12000,1522.596,0,0,1,0,0,0,0,0,0,0
Maruti Swift Dzire VXI,2015,525000,20000,1,20.85,1197.0,83.14,5.0,0.0,0.0,1.0,1.0,0.0,1.0,10,Swift,2000.0,1,0.06945697577276524,200000,1733.469,0,0,0,1,0,0,0,0,0,0
Maruti Swift 1.2 DLX (Only Delhi),2014,375000,80000,1,20.4,1197.0,81.8,5.0,0.0,0.0,1.0,1.0,0.0,1.0,11,Swift,7272.727272727273,2,0.0683375104427736,880000,1668.7199999999998,0,0,0,1,0,0,0,0,0,0
Datsun GO D Petrol,2019,300000,40000,1,19.02,1198.0,67.05,5.0,0.0,0.0,1.0,1.0,0.0,1.0,6,GO,6666.666666666667,2,0.05596828046744574,240000,1275.291,0,0,0,0,0,1,0,0,0,0
Hyundai i20 Asta 1.4 CRDi,2015,500000,70000,4,22.54,1396.0,88.73,5.0,1.0,0.0,0.0,1.0,0.0,1.0,10,i20,7000.0,2,0.06356017191977077,700000,1999.9742,0,0,1,0,0,0,0,0,0,0
Tata Tiago Wizz 1.05 Revotorq,2017,350000,120000,1,27.28,1047.0,69.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,8,Tiago,15000.0,2,0.0659025787965616,960000,1882.3200000000002,0,0,0,0,0,0,0,1,0,0
Tata Zest Revotron 1.2 XT,2015,380000,40000,1,17.57,1193.0,88.7,5.0,0.0,0.0,1.0,1.0,0.0,1.0,10,Zest,4000.0,1,0.07435037720033529,400000,1558.459,0,0,0,0,0,0,0,1,0,0
Hyundai Accent GLE,2008,114999,95200,3,13.2,1495.0,94.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,17,Accent,5600.0,2,0.06287625418060201,1618400,1240.8,0,0,1,0,0,0,0,0,0,0
Honda Brio Exclusive Edition,2014,335000,33033,1,19.4,1198.0,86.8,5.0,0.0,0.0,1.0,0.0,0.0,1.0,11,Brio,3003.0,1,0.07245409015025041,363363,1683.9199999999998,0,1,0,0,0,0,0,0,0,0
Hyundai Grand i10 AT Asta,2015,465000,63063,1,18.9,1197.0,82.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,10,Grand,6306.3,2,0.06850459482038429,630630,1549.8,0,0,1,0,0,0,0,0,0,0
Tata Manza Club Class Quadrajet90 LX,2012,290000,60000,1,21.02,1248.0,88.76,5.0,1.0,0.0,0.0,1.0,0.0,1.0,13,Manza,4615.384615384615,1,0.07112179487179487,780000,1865.7352,0,0,0,0,0,0,0,1,0,0
Maruti Alto LX,2005,110000,45000,2,19.7,796.0,46.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,20,Alto,2250.0,1,0.05816582914572864,900000,912.1099999999999,0,0,0,1,0,0,0,0,0,0
Hyundai Grand i10 Sportz,2017,450000,35000,1,18.9,1197.0,82.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,Grand,4375.0,1,0.06850459482038429,280000,1549.8,0,0,1,0,0,0,0,0,0,0
Hyundai i10 Sportz AT,2013,290000,50000,1,16.95,1197.0,78.9,5.0,0.0,0.0,1.0,1.0,0.0,0.0,12,i10,4166.666666666667,1,0.06591478696741855,600000,1337.355,0,0,1,0,0,0,0,0,0,0
Maruti Swift VXI Deca,2016,520000,20000,1,20.4,1197.0,81.8,5.0,0.0,0.0,1.0,1.0,0.0,1.0,9,Swift,2222.222222222222,1,0.0683375104427736,180000,1668.7199999999998,0,0,0,1,0,0,0,0,0,0
Hyundai i10 Sportz AT,2011,265000,20000,1,16.95,1197.0,78.9,5.0,0.0,0.0,1.0,1.0,0.0,0.0,14,i10,1428.5714285714287,1,0.06591478696741855,280000,1337.355,0,0,1,0,0,0,0,0,0,0
Maruti Swift VXI,2012,330000,50000,2,18.6,1197.0,85.8,5.0,0.0,0.0,1.0,1.0,0.0,1.0,13,Swift,3846.153846153846,1,0.07167919799498747,650000,1595.88,0,0,0,1,0,0,0,0,0,0
Hyundai i20 Active 1.2,2015,525000,50000,1,17.19,1197.0,81.86,5.0,0.0,0.0,1.0,1.0,0.0,1.0,10,i20,5000.0,1,0.0683876357560568,500000,1407.1734000000001,0,0,1,0,0,0,0,0,0,0
Maruti Baleno Zeta,2019,675000,16500,1,21.01,1197.0,81.8,5.0,0.0,0.0,1.0,1.0,0.0,1.0,6,Baleno,2750.0,1,0.0683375104427736,99000,1718.6180000000002,0,0,0,1,0,0,0,0,0,0
Hyundai i20 1.2 Asta,2010,300000,70000,1,17.0,1197.0,80.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,15,i20,4666.666666666667,1,0.06683375104427736,1050000,1360.0,0,0,1,0,0,0,0,0,0,0
Maruti Alto LXI,2005,90000,99361,2,19.7,796.0,46.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,20,Alto,4968.05,1,0.05816582914572864,1987220,912.1099999999999,0,0,0,1,0,0,0,0,0,0
Maruti Swift Dzire VDI,2017,650000,25000,1,26.59,1248.0,74.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,8,Swift,3125.0,1,0.05929487179487179,200000,1967.66,0,0,0,1,0,0,0,0,0,0
Maruti Swift Dzire VXI,2014,409000,70000,2,19.1,1197.0,85.8,5.0,0.0,0.0,1.0,1.0,0.0,1.0,11,Swift,6363.636363636364,2,0.07167919799498747,770000,1638.78,0,0,0,1,0,0,0,0,0,0
Hyundai Grand i10 CRDi Sportz,2015,395000,80000,2,24.0,1120.0,70.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,10,Grand,8000.0,2,0.0625,800000,1680.0,0,0,1,0,0,0,0,0,0,0
Maruti Swift 1.3 VXi,2010,215000,70000,2,19.5,1248.0,81.83,5.0,0.0,0.0,1.0,1.0,0.0,1.0,15,Swift,4666.666666666667,1,0.06556891025641025,1050000,1595.685,0,0,0,1,0,0,0,0,0,0
Maruti Swift Dzire VXI,2014,400000,70000,2,19.1,1197.0,85.8,5.0,0.0,0.0,1.0,1.0,0.0,1.0,11,Swift,6363.636363636364,2,0.07167919799498747,770000,1638.78,0,0,0,1,0,0,0,0,0,0
Chevrolet Beat LS,2012,120000,60000,3,18.6,1199.0,79.4,5.0,0.0,0.0,1.0,1.0,0.0,1.0,13,Beat,4615.384615384615,1,0.06622185154295246,780000,1476.8400000000001,0,0,0,0,0,0,0,0,0,0
Tata Tigor 1.2 Revotron XZA,2018,645000,10000,1,20.3,1199.0,84.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,7,Tigor,1428.5714285714287,1,0.07005838198498748,70000,1705.2,0,0,0,0,0,0,0,1,0,0
Nissan Terrano XV Premium 110 PS,2014,555000,80100,2,19.01,1461.0,108.5,5.0,1.0,0.0,0.0,1.0,0.0,1.0,11,Terrano,7281.818181818182,2,0.07426420260095824,881100,2062.585,0,0,0,0,1,0,0,0,0,0
Honda City i VTEC VX,2014,725000,120000,1,17.4,1497.0,117.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,11,City,10909.09090909091,2,0.0783567134268537,1320000,2041.0199999999998,0,1,0,0,0,0,0,0,0,0
Renault KWID RXL,2016,229999,40000,1,25.17,799.0,53.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,9,KWID,4444.444444444444,1,0.06670838548185232,360000,1341.561,0,0,0,0,0,0,1,0,0,0
Maruti Wagon R VXI BS IV,2017,409999,47000,1,20.51,998.0,67.04,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,Wagon,5875.0,2,0.06717434869739479,376000,1374.9904000000001,0,0,0,1,0,0,0,0,0,0
Hyundai Creta 1.4 CRDi S Plus,2018,1210000,25000,1,21.38,1396.0,88.7,5.0,1.0,0.0,0.0,1.0,0.0,1.0,7,Creta,3571.4285714285716,1,0.06353868194842408,175000,1896.406,0,0,1,0,0,0,0,0,0,0
Tata Tiago 1.2 Revotron XZ,2017,400000,26000,1,23.84,1199.0,84.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,Tiago,3250.0,1,0.07005838198498748,208000,2002.56,0,0,0,0,0,0,0,1,0,0
Hyundai Grand i10 1.2 CRDi Sportz,2018,520000,29000,1,24.0,1186.0,73.97,5.0,1.0,0.0,0.0,1.0,0.0,1.0,7,Grand,4142.857142857143,1,0.062369308600337264,203000,1775.28,0,0,1,0,0,0,0,0,0,0
Maruti Baleno Zeta Automatic,2016,650000,50000,1,21.4,1197.0,83.1,5.0,0.0,0.0,1.0,1.0,0.0,0.0,9,Baleno,5555.555555555556,2,0.06942355889724311,450000,1778.3399999999997,0,0,0,1,0,0,0,0,0,0
Maruti Swift ZXI ABS,2011,325000,58000,3,16.1,1298.0,88.2,5.0,0.0,0.0,1.0,1.0,0.0,1.0,14,Swift,4142.857142857143,1,0.0679506933744222,812000,1420.0200000000002,0,0,0,1,0,0,0,0,0,0
Maruti Swift Dzire VXi AT,2012,420000,120000,1,17.4,1197.0,85.8,5.0,0.0,0.0,1.0,1.0,0.0,0.0,13,Swift,9230.76923076923,2,0.07167919799498747,1560000,1492.9199999999998,0,0,0,1,0,0,0,0,0,0
Maruti Swift LXI Option,2014,400000,50000,1,20.4,1197.0,81.8,5.0,0.0,0.0,1.0,1.0,0.0,1.0,11,Swift,4545.454545454545,1,0.0683375104427736,550000,1668.7199999999998,0,0,0,1,0,0,0,0,0,0
Hyundai i20 1.2 Asta,2010,254999,80000,4,17.0,1197.0,80.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,15,i20,5333.333333333333,2,0.06683375104427736,1200000,1360.0,0,0,1,0,0,0,0,0,0,0
Maruti Zen LXI,2003,65000,60000,4,17.3,993.0,60.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,22,Zen,2727.2727272727275,1,0.06042296072507553,1320000,1038.0,0,0,0,1,0,0,0,0,0,0
